sec,bpm
67480,103
67485,98
67490,99
67495,99
67500,98
67505,99
67510,101
67520,103
67525,104
67530,105
67535,103
67540,99
67545,95
67560,98
67565,100
67570,102
67575,105
67585,107
67590,110
67595,112
67600,111
67605,115
67610,113
67615,110
67620,108
67625,107
67630,108
67635,110
67640,110
67645,109
67650,111
67655,114
67665,117
67670,123
67675,124
67680,123
67685,121
67690,120
67695,118
67700,113
67705,112
67715,113
67720,114
67725,116
67730,119
67735,121
67740,122
67745,124
67755,121
67765,119
67775,117
67785,116
67790,109
67795,107
67800,105
67805,100
67810,97
67815,97
67820,93
67825,91
67830,90
67835,89
67840,89
67845,90
67850,97
67855,99
67860,102
67870,100
67875,99
67880,98
67885,97
67895,95
67900,94
67910,93
67915,91
67925,90
67940,90
67950,90
67960,91
67970,92
67980,91
67986,90
67996,89
68006,88
68021,88
68026,89
68036,90
68041,90
68046,89
68061,90
68066,91
68071,91
68076,94
68081,98
68086,99
68091,100
68096,101
68101,102
68106,104
68111,104
68126,104
68131,105
68136,106
68141,104
68146,106
68151,107
68156,109
68161,110
68166,109
68171,108
68176,107
68186,111
68191,114
68196,115
68206,116
68211,119
68216,122
68221,121
68226,122
68241,126
68251,127
68256,124
68266,127
68271,132
68281,130
68286,131
68291,129
68296,132
68301,134
68306,132
68311,129
68316,130
68321,130
68326,131
68331,130
68336,129
68341,126
68346,124
68351,122
68356,125
68361,133
68366,137
68371,136
68376,135
68386,133
68391,131
68506,70
68547,70
68562,70
68577,70
68582,74
68597,79
68612,79
68627,79
68632,81
68637,84
68652,84
68657,86
68667,87
68672,88
68677,88
68692,88
68702,88
68707,89
68717,98
68722,106
68727,110
68732,111
68737,113
68747,109
68752,107
68762,106
68767,105
68777,106
68782,101
68787,100
68792,99
68797,100
68802,98
68807,94
68812,97
68817,99
68827,100
68832,103
68837,104
68842,106
68847,108
68852,109
68862,107
68872,109
68877,110
68882,113
68897,110
68902,109
68917,109
68922,111
68937,111
68943,110
68948,108
68953,106
68958,105
68963,104
68968,99
68973,100
68988,100
68993,101
68998,103
69003,104
69013,107
69028,107
69043,107
69048,106
69053,104
69058,102
69063,98
69068,96
69073,98
69088,100
69103,100
69118,100
69133,100
69148,100
69153,99
69158,99
69168,98
69178,101
69183,104
69188,102
69193,98
69198,97
69208,98
69213,100
69218,99
69233,100
69238,102
69248,99
69253,97
69258,100
69263,99
69268,97
69273,95
69278,96
69283,93
69288,90
69293,88
69308,88
69323,89
69338,81
69343,79
69358,81
69363,81
69368,80
69373,77
69383,78
69393,80
69398,79
69413,80
69418,81
69428,82
69438,81
69443,80
69453,79
69458,78
69468,79
69483,79
69498,79
69628,80
69638,79
69643,77
69648,76
69653,75
69668,75
69673,75
69688,75
69698,76
69703,77
69718,77
69733,77
69738,78
69748,79
69763,79
69773,78
69788,78
69793,77
69808,77
69818,78
69833,78
69848,78
69853,79
69858,80
69868,79
69873,80
69879,80
69894,81
69904,82
69909,83
69924,83
69939,84
69949,82
69959,83
69964,84
69969,85
69979,86
69989,87
70004,87
70009,83
70014,80
70024,79
70029,77
70044,78
70054,78
70069,78
70074,79
70079,80
70089,80
70104,80
70109,79
70114,78
70119,77
70124,76
70139,76
70144,81
70149,84
70159,83
70174,82
70179,83
70184,81
70189,79
70194,77
70199,76
70209,75
70219,76
70224,77
70234,77
70244,78
70254,77
70264,79
70269,81
70274,83
70279,82
70284,81
70289,80
70294,81
70299,83
70304,84
70309,83
70319,82
70324,81
70334,80
70339,79
70349,79
70354,78
70359,78
70364,78
70369,76
70379,75
70394,75
70404,76
70409,77
70414,78
70429,79
70434,79
70444,78
70454,79
70459,79
70469,78
70479,79
70484,80
70499,80
70514,80
70524,79
70529,78
70537,78
70547,79
70562,79
70577,78
70587,80
70592,79
70602,78
70617,78
70622,80
70627,81
70632,82
70637,82
70642,84
70647,87
70652,93
70657,100
70662,101
70667,102
70672,104
70687,104
70692,107
70697,109
70707,107
70712,105
70718,96
70723,86
70738,85
70743,84
70758,83
70763,82
70773,85
70778,86
70788,87
70793,85
70808,87
70823,94
70828,98
70833,83
70843,87
70848,86
70853,85
70858,84
70873,83
70883,83
70888,84
70893,84
70908,84
70913,82
70918,82
70923,80
70938,80
70943,81
70958,81
70968,80
70983,82
70988,83
70993,81
70998,80
71003,79
71013,78
71018,78
71028,79
71043,78
71048,79
71058,80
71063,82
71068,81
71083,81
71088,80
71098,80
71103,81
71108,80
71123,80
71133,81
71143,81
71158,83
71163,83
71168,82
71183,82
71198,83
71203,84
71213,83
71218,82
71223,81
71228,80
71233,78
71243,77
71258,77
71268,78
71273,79
71283,82
71288,83
71303,83
71308,81
71313,79
71328,79
71343,80
71348,79
71353,79
71358,78
71373,78
71378,77
71383,78
71388,78
71403,78
71413,79
71423,78
71428,77
71438,78
71453,78
71458,78
71468,79
71473,80
71478,81
71488,79
71493,79
71508,79
71513,83
71523,81
71528,80
71533,81
71543,80
71548,81
71558,82
71573,82
71583,81
71588,79
71593,78
71600,78
71615,78
71620,79
71625,80
71635,81
71645,80
71655,79
71670,79
71685,80
71690,81
71695,82
71700,82
71705,84
71720,84
71725,83
71730,82
71735,81
71750,81
71765,82
71775,81
71780,77
71795,78
71810,78
71815,80
71830,82
71835,83
71840,87
71845,97
71850,104
71855,105
71860,100
71865,99
71880,98
71885,97
71890,87
71895,85
71910,85
71915,86
71920,83
71930,82
71940,81
71955,81
71965,80
71970,79
71980,80
71990,82
71995,83
72000,84
72015,84
72030,84
72045,83
72050,82
72055,82
72060,82
72065,81
72075,83
72085,83
72090,84
72100,86
72105,87
72110,86
72115,85
72120,80
72125,78
72140,78
72155,77
72170,77
72175,78
72190,77
72200,78
72215,78
72230,77
72235,77
72250,77
72260,78
72270,79
72280,79
72295,79
72300,80
72305,81
72310,82
72320,83
72330,83
72345,83
72360,84
72365,83
72370,83
72385,85
72395,81
72405,80
72410,79
72420,80
72435,78
72440,76
72445,74
72450,73
72455,74
72465,74
72475,75
72480,76
72490,75
72495,74
72505,74
72510,75
72520,76
72530,77
72545,77
72550,77
72555,78
72560,78
72570,79
72575,78
72585,78
72590,77
72595,78
72610,78
72625,78
72640,78
72645,79
72655,79
72670,79
72685,80
72690,79
72695,80
72705,79
72720,79
72725,80
72730,79
72745,78
72750,75
72760,76
72765,78
72770,79
72785,79
72786,80
72791,83
72806,83
72821,83
72831,83
72841,84
72846,83
72861,83
72876,84
72881,83
72886,84
72891,85
72901,86
72911,87
72916,88
72921,89
72936,87
72951,84
72956,83
72961,80
72966,79
72971,78
72986,78
73001,78
73011,77
73026,77
73031,77
73046,77
73061,77
73066,78
73071,80
73081,80
73086,81
73091,81
73096,82
73106,82
73121,83
73131,83
73136,82
73141,81
73146,78
73151,77
73156,76
73161,74
73166,72
73181,72
73191,73
73196,74
73201,76
73206,79
73211,80
73216,81
73226,80
73231,80
73246,80
73261,80
73266,79
73281,79
73291,78
73306,79
73311,78
73326,78
73341,79
73346,78
73361,77
73366,76
73381,76
73386,77
73391,78
73396,79
73411,78
73426,78
73431,78
73436,77
73451,77
73466,77
73476,79
73491,79
73506,79
73516,80
73521,80
73536,80
73541,79
73546,80
73561,80
73566,79
73581,79
73596,80
73601,81
73606,82
73611,81
73621,82
73626,81
73641,82
73651,83
73666,83
73671,84
73681,86
73686,88
73701,88
73706,87
73711,88
73721,88
73726,88
73731,88
73746,88
73756,85
73762,84
73777,84
73787,83
73792,84
73797,86
73812,87
73827,87
73842,86
73857,86
73862,85
73877,86
73882,85
73887,86
73897,85
73912,85
73927,85
73937,86
73952,87
73957,87
73972,87
73982,88
73987,85
74002,85
74012,84
74027,84
74042,85
74057,85
74062,85
74077,85
74087,85
74092,85
74097,85
74107,85
74112,86
74117,88
74122,89
74132,89
74142,88
74147,92
74152,94
74157,92
74162,91
74167,89
74177,90
74182,99
74187,101
74202,101
74217,100
74227,98
74232,93
74237,79
74252,80
74257,81
74262,83
74267,84
74272,83
74287,82
74297,83
74312,83
74327,83
74337,84
74347,83
74357,82
74372,82
74382,81
74387,80
74392,80
74402,79
74407,78
74412,77
74417,78
74432,78
74437,77
74447,76
74457,75
74462,77
74467,79
74472,79
74487,79
74492,79
74497,78
74507,79
74512,80
74517,81
74532,81
74542,82
74557,80
74572,80
74577,78
74587,79
74602,79
74617,78
74713,79
74728,79
74743,79
74753,79
74763,80
74778,80
74788,79
74793,78
74808,79
74823,80
74828,81
74833,81
74843,80
74858,81
74873,80
74888,80
74898,79
74913,79
74918,81
74933,81
74948,81
74963,81
74968,82
74973,82
74988,82
74998,82
75013,82
75017,82
75032,82
75037,82
75052,82
75067,82
75077,82
75092,82
75107,82
75122,82
75127,82
75142,82
75157,82
75167,82
75182,82
75197,82
75207,82
75212,83
75217,82
75222,81
75227,80
75232,79
75237,78
75247,77
75252,78
75267,78
75268,78
75273,77
75283,78
75298,78
75313,78
75318,79
75328,80
75333,79
75338,79
75353,80
75358,80
75373,79
75388,76
75403,76
75413,77
75418,76
75423,75
75428,76
75433,77
75438,78
75448,79
75453,80
75458,81
75473,82
75478,82
75493,83
75508,83
75513,83
75523,83
75533,83
75548,83
75553,83
75563,83
75568,83
75573,84
75583,83
75598,83
75613,83
75628,82
75633,81
75648,81
75658,79
75673,79
75678,79
75688,80
75703,80
75718,80
75728,81
75738,78
75743,77
75758,77
75773,79
75778,80
75788,81
75793,82
75798,80
75803,80
75808,82
75813,80
75823,79
75828,79
75838,80
75853,80
75868,80
75878,81
75893,81
75908,81
75918,81
75923,81
75933,80
75948,80
75958,88
75963,90
75968,96
75973,101
75978,91
75983,79
75988,78
75994,78
76009,78
76014,84
76019,91
76024,86
76029,85
76034,87
76039,85
76044,82
76049,78
76054,78
76069,78
76079,79
76084,80
76089,81
76094,80
76109,80
76114,81
76119,80
76134,79
76149,79
76164,79
76169,80
76184,81
76194,79
76199,78
76204,77
76209,77
76214,78
76219,79
76224,80
76239,81
76254,82
76269,83
76274,83
76279,83
76294,83
76309,84
76324,84
76339,84
76354,84
76369,84
76374,83
76379,81
76384,81
76389,80
76404,80
76419,80
76434,80
76444,79
76449,79
76459,78
76464,79
76474,79
76480,80
76485,78
76495,79
76505,78
76520,78
76525,77
76535,78
76540,79
76555,80
76565,79
76575,80
76585,80
76590,81
76595,80
76605,79
76610,79
76620,79
76630,79
76645,80
76650,79
76665,78
76675,79
76685,78
76700,79
76705,78
76720,79
76735,79
76740,80
76745,81
76750,80
76755,81
76770,81
76775,81
76790,81
76805,80
76810,79
76825,79
76840,79
76845,78
76850,76
76855,77
76860,80
76865,83
76870,85
76875,84
76890,83
76900,82
76910,81
76925,81
76930,80
76940,79
76945,77
76950,76
76960,77
76965,78
76980,78
76990,78
77005,78
77015,78
77020,78
77030,79
77035,80
77040,78
77045,77
77060,77
77075,77
77080,77
77085,78
77090,78
77105,78
77120,78
77125,78
77130,78
77145,78
77150,78
77155,78
77160,81
77175,81
77180,82
77185,83
77195,82
77200,83
77215,83
77220,81
77235,80
77240,79
77245,79
77250,80
77255,81
77270,80
77275,79
77280,80
77285,80
77300,80
77315,80
77330,79
77335,78
77350,79
77365,79
77370,82
77375,84
77385,82
77390,81
77395,82
77400,81
77410,80
77425,80
77431,81
77436,80
77441,81
77446,82
77461,82
77466,81
77481,80
77486,81
77491,81
77506,81
77511,80
77521,79
77526,77
77536,76
77541,74
77546,73
77561,73
77566,74
77571,74
77576,75
77581,76
77596,77
77601,78
77616,78
77631,78
77641,79
77651,79
77656,79
77666,79
77681,80
77696,80
77706,79
77721,79
77736,79
77751,79
77766,79
77781,79
77786,79
77801,79
77816,79
77821,78
77831,77
77846,76
77856,77
77861,78
77866,78
77881,78
77896,78
77901,79
77906,80
77911,80
77916,81
77921,80
77926,79
77931,79
77936,78
77941,77
77956,77
77971,77
77986,78
77996,78
78011,78
78026,81
78031,81
78041,81
78056,82
78071,82
78076,81
78081,79
78086,77
78091,74
78096,75
78101,74
78116,74
78131,75
78136,76
78146,75
78156,75
78166,74
78171,72
78176,72
78181,73
78196,73
78201,75
78216,75
78231,75
78241,78
78246,79
78251,80
78256,81
78261,79
78266,78
78271,77
78276,76
78291,76
78296,75
78311,75
78321,74
78331,76
78346,76
78351,76
78361,78
78366,79
78371,78
78381,79
78391,78
78406,78
78421,78
78422,79
78427,78
78442,77
78447,76
78452,77
78457,76
78462,77
78477,77
78487,78
78492,77
78507,77
78522,77
78537,77
78542,77
78557,78
78567,78
78582,78
78587,79
78592,90
78602,92
78607,93
78622,93
78637,93
78652,93
78667,93
78682,93
78687,93
78692,93
78697,93
78712,93
78727,93
78742,93
78757,93
78762,92
78777,92
78787,92
78802,92
78812,93
78817,96
78822,98
78827,100
78832,102
78837,103
78847,104
78852,105
78867,105
78882,105
78897,105
78907,104
78912,102
78922,104
78937,104
78947,107
78952,109
78962,110
78967,109
78972,107
78977,108
78982,109
78992,112
78997,113
79002,112
79007,111
79012,110
79022,108
79037,108
79052,106
79057,102
79062,97
79077,94
79087,97
79092,99
79097,100
79102,101
79107,103
79112,88
79117,81
79122,82
79137,83
79142,83
79157,83
79167,91
79172,101
79177,103
79182,105
79192,107
79197,108
79207,107
79212,106
79227,106
79237,104
79247,103
79262,103
79272,102
79277,100
79282,99
79297,100
79312,100
79317,101
79332,101
79347,101
79362,101
79377,101
79382,103
79387,104
79397,103
79412,103
79417,104
79422,105
79437,105
79442,101
79447,99
79452,99
79457,99
79467,101
79482,101
79487,102
79492,102
79507,102
79512,102
79517,98
79522,100
79527,87
79532,79
79537,78
79542,80
79557,80
79562,79
79572,78
79578,78
79593,78
79598,80
79603,81
79608,63
79613,64
79623,65
79628,67
79633,68
79638,68
79643,70
79648,72
79653,74
79668,74
79673,74
79678,80
79683,86
79688,86
79703,86
79718,87
79733,87
79743,87
79748,88
79753,87
79758,78
79763,75
79773,76
79788,76
79798,75
79803,73
79813,74
79818,74
79823,75
79833,74
79838,75
79843,76
79848,77
79858,78
79873,77
79878,76
79883,75
79888,76
79893,77
79898,77
79913,77
79928,78
79933,77
79943,78
79948,77
79953,77
79963,77
79968,77
79983,77
79988,77
80003,77
80008,76
80018,76
80033,77
80043,74
80048,74
80063,74
80078,74
80093,74
80098,75
80113,75
80123,75
80128,74
80133,73
80148,73
80163,72
80168,71
80173,70
80183,71
80188,72
80203,73
80208,74
80218,76
80223,77
80228,78
80243,79
80258,77
80268,78
80273,76
80278,76
80293,76
80298,76
80303,77
80308,76
80313,77
80323,78
80333,77
80348,78
80353,78
80368,79
80383,78
80398,78
80413,78
80418,78
80423,77
80433,78
80448,78
80453,77
80458,76
80463,76
80468,77
80474,76
80489,75
80494,74
80504,73
80509,74
80514,76
80519,77
80534,77
80549,77
80564,78
80579,78
80594,78
80599,77
80604,78
80609,77
80614,76
80629,76
80634,78
80644,77
80654,77
80659,78
80664,77
80674,76
80689,76
80694,77
80709,77
80724,77
80729,77
80734,79
80749,79
80764,79
80779,78
80784,77
80789,76
80794,76
80809,77
80824,77
80829,78
80834,77
80844,76
80859,76
80864,77
80879,77
80894,77
80904,75
80909,75
80914,74
80924,75
80939,75
80949,77
80954,79
80959,78
80964,77
80979,77
80984,77
80994,78
81009,78
81014,77
81019,76
81024,77
81034,77
81039,76
81054,76
81064,77
81079,77
81089,75
81099,75
81114,75
81119,76
81129,77
81134,78
81139,77
81144,76
81149,75
81154,76
81169,76
81174,77
81179,77
81184,78
81189,79
81199,77
81204,76
81209,74
81214,74
81229,74
81234,73
81239,74
81249,76
81254,77
81264,78
81274,79
81284,78
81289,76
81299,75
81314,75
81324,76
81329,75
81334,74
81339,73
81344,74
81359,74
81374,76
81379,77
81394,77
81409,77
81414,77
81419,77
81424,76
81429,76
81439,76
81454,76
81464,77
81474,76
81484,77
81489,78
81499,79
81514,79
81519,81
81534,81
81549,81
81564,81
81569,80
81584,80
81599,79
81614,78
81619,79
81629,78
81634,77
81639,76
81649,77
81664,77
81665,77
81670,78
81680,78
81695,77
81700,75
81705,74
81710,74
81725,74
81735,75
81750,75
81765,75
81780,75
81785,74
81790,73
81795,73
81805,74
81810,74
81820,75
81825,76
81835,76
81840,75
81850,75
81865,75
81880,75
81912,70
81927,71
81932,75
81937,76
81952,77
81957,78
81962,78
81977,78
81982,79
81992,80
81997,80
82002,79
82007,79
82012,79
82017,77
82032,76
82047,76
82062,76
82067,73
82072,72
82077,73
82092,73
82097,74
82107,75
82122,76
82137,76
82142,77
82147,76
82152,75
82167,76
82182,76
82197,75
82202,75
82207,74
82212,74
82227,75
82232,75
82247,76
82262,76
82272,75
82287,75
82292,76
82307,75
82322,75
82337,75
82342,76
82352,77
82362,76
82367,75
82372,75
82382,76
82392,77
82407,78
82412,79
82417,80
82427,79
82432,78
82437,77
82442,77
82447,77
82462,77
82477,77
82492,77
82507,77
82517,76
82522,77
82537,77
82547,77
82552,76
82557,76
82572,76
82587,76
82597,77
82612,77
82617,76
82622,74
82627,74
82632,75
82647,75
82653,77
82668,77
82683,77
82693,78
82703,79
82718,79
82728,79
82738,79
82748,80
82753,80
82768,80
82783,80
82798,80
82813,80
82818,81
82823,82
82833,78
82838,77
82843,78
82858,81
82863,82
82868,84
82873,85
82878,85
82883,85
82893,84
82903,85
82908,84
82923,84
82938,84
82953,84
82968,84
82973,85
82978,83
82993,83
83003,84
83008,85
83023,85
83028,84
83033,82
83038,83
83048,82
83053,81
83068,82
83073,81
83083,82
83098,82
83108,83
83113,83
83128,83
83143,84
83148,82
83153,81
83158,80
83163,80
83178,82
83183,90
83188,94
83193,97
83203,98
83213,99
83218,105
83223,89
83228,87
83243,87
83253,86
83258,82
83263,77
83278,76
83293,76
83308,76
83313,75
83328,75
83343,75
83353,76
83358,78
83363,79
83368,78
83373,77
83378,76
83383,72
83393,72
83408,72
83423,72
83428,72
83443,72
83453,72
83458,74
83473,74
83488,74
83503,75
83508,76
83523,76
83538,76
83548,80
83553,82
83558,79
83563,80
83568,79
83573,78
83588,78
83603,79
83618,79
83623,79
83629,79
83634,79
83639,78
83649,77
83654,76
83659,75
83674,75
83679,76
83684,78
83694,77
83709,77
83714,77
83729,77
83739,77
83754,77
83769,77
83779,79
83794,78
83804,79
83809,78
83814,77
83824,78
83839,78
83849,79
83854,78
83859,77
83874,77
83879,77
83889,77
83904,77
83914,79
83919,80
83924,81
83929,77
83934,74
83939,73
83949,72
83964,72
83969,73
83974,72
83979,71
83994,72
83999,74
84004,75
84009,74
84014,73
84029,73
84039,74
84049,75
84054,75
84069,76
84074,77
84079,78
84084,79
84089,79
84094,81
84099,82
84114,82
84119,81
84129,76
84134,75
84144,76
84159,76
84174,76
84179,75
84189,76
84204,76
84209,76
84219,76
84234,77
84249,76
84254,74
84259,72
84274,72
84284,73
84289,72
84294,70
84299,71
84304,72
84309,73
84324,74
84329,73
84339,71
84344,70
84354,73
84359,75
84364,75
84379,75
84394,76
84399,75
84414,75
84429,76
84444,76
84459,76
84469,76
84484,77
84489,78
84504,79
84509,78
84524,77
84529,76
84534,77
84539,76
84554,77
84564,78
84574,77
84589,77
84604,77
84605,77
84615,76
84620,76
84635,76
84640,75
84645,73
84650,72
84655,73
84670,74
84680,75
84695,75
84710,75
84715,76
84725,75
84730,74
84745,74
84750,73
84755,74
84770,75
84775,75
84785,76
84800,78
84805,79
84810,80
84815,81
84820,82
84830,81
84835,81
84840,80
84845,79
84850,80
84855,78
84860,77
84875,78
84890,78
84895,78
84905,79
84910,75
84920,76
84935,76
84950,76
84965,76
84970,77
84985,76
84995,76
85000,75
85015,76
85020,75
85025,70
85035,72
85040,74
85045,74
85050,72
85065,73
85070,73
85075,74
85080,74
85085,74
85090,75
85095,75
85100,77
85105,78
85110,79
85115,77
85120,76
85135,76
85150,75
85160,76
85175,75
85185,76
85200,76
85215,78
85220,76
85225,73
85235,73
85240,74
85245,75
85260,75
85275,75
85285,74
85300,75
85305,75
85310,76
85315,77
85320,78
85335,78
85340,78
85355,78
85370,79
85375,80
85385,82
85390,84
85395,83
85400,82
85410,81
85425,81
85440,81
85455,83
85465,82
85470,82
85485,82
85500,80
85505,78
85520,78
85525,79
85530,79
85540,80
85555,79
85560,79
85575,79
85580,80
85590,80
85595,80
85600,80
85610,81
85625,81
85640,81
85655,81
85665,81
85680,81
85695,81
85705,80
85720,80
85725,79
85740,79
85755,79
85770,79
85775,83
85780,85
85790,86
85800,87
85805,87
85811,87
85826,87
85831,86
85846,86
85856,85
85861,76
85866,73
85881,73
85896,73
85906,72
85911,73
85916,74
85921,75
85931,78
85936,80
85941,79
85951,80
85956,76
85961,74
85966,73
85976,74
85986,74
86001,75
86006,76
86021,76
86026,76
86031,77
86041,78
86051,78
86056,78
86071,78
86086,78
86091,78
86096,77
86111,78
86121,78
86131,77
86146,77
86156,77
86171,77
86176,76
86191,76
86196,77
86211,77
86221,77
86226,78
86241,79
86246,78
86256,79
86261,80
86266,79
86271,78
86276,77
86291,77
86306,77
86311,78
86316,78
86326,81
86331,82
86336,78
86341,73
86346,71
86351,72
86356,73
86371,74
86376,75
86381,75
86386,75
86396,74
